,name,lat,lon,Total Amount of 30 day fills for opioids
1419,HUDSON,40.7322695,-74.07663000000001,42246.70000000001
1420,PLAINVIEW,34.1847936,-101.7068417,13310.000000000005
1421,BROOKINGS,44.311460499999995,-96.7984397,10034.1
1422,OAK HARBOR,48.2931559,-122.64322450000002,3926.7
1423,ROSEMOUNT,44.7391873,-93.12611,299.2
1424,DARIEN,41.0787079,-73.4692873,1468.6999999999996
1426,ALLIANCE,40.915336200000006,-81.1059309,13912.8
1428,SOUTH EUCLID,41.5231076,-81.5184553,1672.6
1429,SEBASTIAN,35.1770785,-94.2654285,18075.7
1431,BROWNSBURG,39.843376899999996,-86.3977736,4688.2
1432,RUSTON,32.5232053,-92.637927,8155.3
1434,CHARLESTON,32.7876012,-79.9402728,150305.3000000001
1435,MILLBRAE,37.5985468,-122.38719420000001,1487.0
1436,CLARKSVILLE,38.2967791,-85.7602087,66429.09999999999
1437,CHILLICOTHE,39.333119700000005,-82.98240190000001,24548.099999999995
1438,PORT HUENEME,34.1593425,-119.20255049999999,617.8
1439,PELHAM,42.734534000000004,-71.3245067,10507.500000000002
1440,NORTH AUGUSTA,33.5018026,-81.9651153,9634.4
1441,LUMBERTON,34.6183433,-79.00839930000001,33357.3
1442,WADSWORTH,41.0256101,-81.72985190000001,4001.5000000000014
1443,NEW BRIGHTON,45.0628999,-93.2060969,2189.5
1444,KINSTON,35.2626635,-77.5816353,15618.700000000004
1445,ASHLAND,38.4784144,-82.63793869999999,62252.49999999996
1446,PRAIRIE VILLAGE,38.9914109,-94.63327679999999,765.0
1447,SUMMIT,39.6070951,-106.0636654,9365.4
1448,BENBROOK,32.673188,-97.46057590000001,1642.6
1449,DEL CITY,35.442007000000004,-97.44087090000001,3961.8
1450,AVON,39.6329025,-106.47118370000001,22685.7
1451,FOREST GROVE,45.5197452,-123.1114405,4171.5
1452,BIXBY,35.94204310000001,-95.8833235,550.5
1454,AUBURN HILLS,42.6647495,-83.23093751,4042.1
1455,JACKSONVILLE BEACH,30.2946859,-81.3931396,17475.4
1456,DUARTE,34.1394513,-117.97728729999999,9839.999999999998
1457,FARMINGTON,36.73042879999999,-108.20891909999999,79965.99999999999
1458,SUNNY ISLES BEACH,25.939003,-80.12553377,817.9
1459,CRESTVIEW,30.7621326,-86.57050840000001,9992.2
1460,MARQUETTE,46.5434914,-87.396433,12533.1
1461,SOUTH LAKE TAHOE,38.929125,-119.98784640000001,4992.4
1462,EAST MOLINE,41.500867299999996,-90.44429790000001,430.3
1463,SEDALIA,38.7044609,-93.2282613,6918.200000000002
1464,BIDDEFORD,43.4925843,-70.4533844,5235.9
1465,SOUTH MILWAUKEE,42.910572200000004,-87.86063670000001,2452.2
1466,CHRISTIANSBURG,37.1298517,-80.40893890000001,16938.200000000004
1467,FERGUSON,38.7442175,-90.3053915,309.0
1468,KLAMATH FALLS,42.224866999999996,-121.78167040000001,14796.4
1469,EAST RIDGE,35.0142412,-85.2519003,6265.3
1470,WAYNESBORO,38.065698,-78.90552129,27684.799999999992
1471,SACHSE,32.9762327,-96.5952703,346.0
1472,ADRIAN,41.897547100000004,-84.0371659,12415.700000000004
1473,LOCKPORT,43.1706125,-78.69031329999999,10628.6
1474,PERRYSBURG,41.556996000000005,-83.627157,8615.0
1475,KENMORE,47.7573202,-122.2440148,4045.2
1476,YUCCA VALLEY,34.14154,-116.4136543,12618.7
1477,MOSES LAKE,47.1301417,-119.27807709999999,14519.9
1478,OAKDALE,44.963021600000005,-92.96493609999999,11858.5
1479,CREST HILL,41.5697655,-88.10681127,3320.1
1480,SANFORD,35.4798757,-79.18029940000001,32228.599999999984
1481,HAVELOCK,34.9018815,-76.92093747,1265.4
1482,FARRAGUT,35.8845238,-84.1535261,1362.5
1483,GREENFIELD,42.58779620000001,-72.6006199,109755.30000000008
1484,HAINES CITY,28.112478499999998,-81.63119745,3034.5
1485,HAYS,38.8791783,-99.3267702,7763.500000000001
1486,LIBERAL,37.0430812,-100.920999,3935.1
1488,ACWORTH,34.0659329,-84.67687959999999,6648.7
1489,EDGEWATER,40.827044799999996,-73.97569399999999,9132.3
1490,CUMBERLAND,39.2744299,-88.2423795,35782.69999999998
1491,CLINTON,38.5896187,-89.420064,73179.3
1492,MONROE,38.272231299999994,-90.1792484,133868.60000000006
1493,LEESBURG,39.1026092,-77.55901065,41737.19999999998
1494,PIQUA,40.1447732,-84.2424449,4365.1
1495,GOLDEN VALLEY,46.3040364,-109.17143119999999,5296.200000000002
1496,NORTHFIELD,44.4582041,-93.161159,14083.4
1497,NEW HOPE,45.0380201,-93.38661850000001,374.0
1498,PARMA HEIGHTS,41.390051799999995,-81.75957690000001,1438.4
1499,SELMA,32.4073589,-87.0211007,25557.09999999999
1500,LINO LAKES,45.1602442,-93.0888324,1783.6999999999996
1501,ASHLAND,38.4784144,-82.63793869999999,62252.49999999996
1502,AGOURA HILLS,34.1363945,-118.7745348,613.7
1503,SWEETWATER,32.470951899999996,-100.40593840000001,13410.6
1504,SHELBYVILLE,38.212014399999994,-85.2235666,21936.0
1505,PLEASANTVILLE,41.1328736,-73.7926335,4809.5999999999985
1508,EAGLE,39.6161124,-106.71728440000001,4811.6
1509,MUKILTEO,47.9474034,-122.30369920000001,3420.0999999999995
1510,LOMITA,33.7924421,-118.3144385,893.3
1511,MILWAUKIE,45.445390100000004,-122.6392889,8524.0
1512,SAGINAW,43.420038700000006,-83.9490365,80536.09999999996
1514,SULPHUR,30.236594300000004,-93.37737829999999,8770.1
1516,OREGON,43.9792797,-120.737257,18101.8
1517,SAPULPA,36.0005035,-96.1049612,5901.8
1518,ASHLAND,38.4784144,-82.63793869999999,62252.49999999996
1520,PITTSBURG,38.018775700000006,-121.88508359999999,16192.700000000004
1521,SOUTH EL MONTE,34.0519548,-118.04673390000002,244.9
1522,KALISPELL,48.202256299999995,-114.31671170000001,23105.8
1523,SHELBY,39.3665064,-88.78862779999999,36254.0
1524,BLYTHE,33.560286100000006,-114.91207250000001,5384.2
1525,CORINTH,34.943391999999996,-88.51732382,22958.899999999994
1526,GARDNER,42.5750883,-71.998133,10798.6
1527,MIAMISBURG,39.642836200000005,-84.2866083,5709.0999999999985
1528,TRUSSVILLE,33.619626600000004,-86.6084342,5386.6
1529,EASLEY,34.826927600000005,-82.5817053,29399.1
1530,ROCKY RIVER,41.4756031,-81.8393034,2223.5
1531,PAPILLION,41.1544433,-96.04223780000001,2768.6000000000013
1532,HAMMOND,41.5833658,-87.500043,38292.0
1533,UNION CITY,37.5963232,-122.08162970000001,43213.999999999985
1534,FERNDALE,40.5762406,-124.2639442,8299.199999999999
1535,MOUNTLAKE TERRACE,47.7909667,-122.3066395,2983.600000000001
1536,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
1537,GARDNER,42.5750883,-71.998133,10798.6
1538,POOLER,32.1158983,-81.24951309999999,1770.9
1539,MARINA,36.6900785,-121.8006397,893.7
1540,CARRBORO,35.91014379999999,-79.0752895,571.4
1542,MADISONVILLE,37.328003700000004,-87.49869890000001,25647.5
1543,AMERICAN CANYON,38.223457,-122.227043,123.0
1546,ALTUS,34.6381255,-99.33397540000001,7243.500000000001
1547,PLATTSBURGH,44.6928101,-73.4555973,19846.2
1549,CARTERSVILLE,34.180725,-84.75290814,26428.9
1550,YPSILANTI,42.2411499,-83.6129939,46384.49999999998
1552,FORT WALTON BEACH,30.405755199999998,-86.618842,16656.499999999996
1553,MCKEESPORT,40.347847200000004,-79.864215,5898.4
1554,ROLLA,37.9513575,-91.771792,17908.399999999994
1555,ARVIN,35.209129,-118.82843100000001,830.0
1556,GOLDEN,39.755542999999996,-105.2210997,42136.29999999998
1557,WEIRTON,40.4189566,-80.5895167,24298.5
1558,WILLMAR,45.1219075,-95.04334240000001,7164.700000000002
1559,DECATUR,39.8628075,-88.89387182,137209.50000000015
1560,HERMOSA BEACH,33.86428,-118.39591000000001,1842.6
1561,PAINESVILLE,41.7244885,-81.245657,2032.0
1562,WEST ST. PAUL,44.9160768,-93.1016074,69.0
1564,WILSONVILLE,45.3099218,-122.7681602,840.5
1565,COLUMBIA HEIGHTS,45.0460458,-93.2517802,2270.100000000001
1566,MORRISVILLE,35.823483,-78.8255621,5943.5
1567,JACKSONVILLE,30.3321838,-81.655651,372875.19999999966
1568,CENTRAL FALLS,41.8906553,-71.3922785,712.0
1569,NIXA,37.043386299999995,-93.294353,9455.4
1570,TUKWILA,47.4627356,-122.2559156,2502.0999999999995
1572,RAYMORE,38.801953000000005,-94.45272940000001,3484.1
1573,LAKE FOREST,42.2586342,-87.840625,6720.700000000002
1574,CORTLAND,42.5842136,-76.0704906,7343.600000000001
1575,BROADVIEW HEIGHTS,41.313942600000004,-81.68512709999999,121.0
1576,FARMINGTON,36.73042879999999,-108.20891909999999,79965.99999999999
1577,ALICE,27.752248699999996,-98.06972490000001,7752.700000000002
1578,DEBARY,28.878971999999997,-81.32257382,2381.8
1579,WARRENSBURG,38.7627893,-93.7360498,7526.1
1580,WINDSOR,42.303275799999994,-83.02851109999999,12121.7
1581,MACOMB,40.4588774,-90.67097940000001,6227.4000000000015
1582,BETHANY,38.0984033,-85.8721856,7133.5
1583,ANSONIA,41.3435185,-73.07101961,1812.8
1584,FERNLEY,39.5483805,-119.21446850000001,1811.1
1585,SUGAR HILL,44.215340999999995,-71.7995321,492.5
1586,NILES,42.028931899999996,-87.8122348,13778.5
1587,CORALVILLE,41.6764044,-91.58044749999999,1565.3
1588,FUQUAY-VARINA,35.584323499999996,-78.8000128,799.2
1589,NEWTON,42.3370414,-71.2092214,29295.699999999986
1590,BROWNWOOD,31.733789,-98.98583773,12394.9
1592,SHELBYVILLE,38.212014399999994,-85.2235666,21936.0
1593,NORWOOD,45.0696839,-89.04196248,10646.5
1594,PORT ANGELES,48.118146,-123.4307413,9845.799999999996
1596,EVANS,32.1613648,-81.8980725,21796.599999999995
1597,CONVERSE,43.0202459,-105.50462069999999,500.3
1598,BROOK PARK,41.3983838,-81.80457879999999,234.0
1599,SARATOGA SPRINGS,43.083130100000005,-73.7845651,13077.1
1600,MAYFIELD HEIGHTS,41.5192189,-81.45789599999999,4543.5999999999985
1602,ASHTABULA,41.7167229,-80.74947,5283.3
1603,MONTROSE,38.478504,-107.87777690000001,17199.0
1604,MARSHFIELD,44.6688524,-90.17179870000001,16609.8
1605,LEXINGTON,38.0464066,-84.4970393,212246.6
1606,SAND SPRINGS,36.1398102,-96.1088911,11882.200000000004
1608,CHOWCHILLA,37.0973625,-120.15614029999999,990.2
1609,BELTON,31.0560132,-97.464453,12728.1
1610,SYLVANIA,38.1570143,-85.87413079999999,19149.2
1612,ANGLETON,29.16941,-95.43188470000001,11981.4
1613,UNIVERSAL CITY,34.14129260000001,-118.3584364,67.0
1614,DICKINSON,38.8790615,-97.1893341,11698.8
1616,ALAMO,37.8502033,-122.03218400000002,3907.9
1617,SIMPSONVILLE,34.737063899999995,-82.2542834,12354.2
1618,LATHROP,37.8227046,-121.27661,120.0
1620,ALBANY,42.6511674,-73.754968,115672.69999999998
1621,EL DORADO,38.75741370000001,-120.5276129,19357.2
1622,MONTGOMERY VILLAGE,39.1767734,-77.19525970000001,150.0
1623,ERIE,42.129461,-80.085239,77329.10000000005
1624,CLAREMORE,36.312589700000004,-95.6158701,7248.2
1625,PAYSON,34.2308684,-111.3251355,9479.9
1626,FAIRMONT,39.4850848,-80.1425781,20556.3
1627,TWINSBURG,41.312555200000006,-81.4401129,945.6
1629,WEST MELBOURNE,28.069295,-80.65523634,3609.0
1630,TRENTON,40.2170575,-74.7429463,31816.399999999994
1631,MURPHY,35.0875836,-84.03463149999999,3848.4
1632,SNELLVILLE,33.857328,-84.0199108,21619.0
1633,FOREST LAKE,45.2788444,-92.985312,5175.1
1634,ORANGE,33.750037799999994,-117.87049309999999,67734.60000000005
1635,OTTAWA,45.4210328,-75.6900219,10104.4
1636,MANDAN,46.8264369,-100.8896545,1013.8
1637,LYNN HAVEN,30.2454776,-85.648261,7034.1
1638,FOREST PARK,45.55947275,-122.7561254,3286.4
1639,TULLAHOMA,35.3620235,-86.2094342,20029.8
1640,EUSTIS,45.2172755,-70.47840090000001,4601.5999999999985
1641,FOREST PARK,45.55947275,-122.7561254,3286.4
1642,LOUISVILLE,38.254237599999996,-85.759407,326938.99999999977
1643,SACO,43.5009176,-70.4428286,3873.4
1644,LEXINGTON,38.0464066,-84.4970393,212246.6
1645,GAUTIER,30.385755,-88.6116855,1419.5
1646,DICKINSON,38.8790615,-97.1893341,11698.8
1647,PICKERINGTON,39.8842304,-82.75350490000001,6580.6
1648,LAUREL,39.0992752,-76.8483061,56153.2
1649,PINOLE,38.0043667,-122.29885870000001,4226.7
1650,STEUBENVILLE,40.3697905,-80.63396379999999,13586.400000000005
1651,SHERWOOD,34.8150907,-92.22431529999999,7706.899999999999
1652,THOMASVILLE,35.8826369,-80.0819879,45403.9
1653,MCALESTER,34.9334981,-95.7697934,20266.0
1654,NATCHITOCHES,31.646419199999997,-93.1427138,6001.9
1655,ELKO,40.832421200000006,-115.7631233,3273.5
1657,ELLENSBURG,46.9970635,-120.5451223,4075.8
1658,DIXON,41.842224,-89.4815485,6206.3
1660,MILL CREEK,47.8577455,-122.2210628,1993.2
1661,MORRIS,38.6908906,-96.6707526,5106.4000000000015
1662,MATTOON,39.4842821,-88.37732790000001,14440.8
1664,STILLWATER,36.1156306,-97.0585717,29280.499999999985
1666,SEYMOUR,38.9592201,-85.8902547,32587.4
1667,HANAHAN,32.9138914,-80.00883590000001,107.0
1669,ELIZABETH CITY,36.295683600000004,-76.22476970000001,11996.4
1670,WISCONSIN RAPIDS,44.383576299999994,-89.8173466,5603.800000000001
1671,CUDAHY,42.959738,-87.861471,3541.6
1672,WINCHESTER,39.18577620000001,-78.1631434,61876.59999999997
1674,DOVER,39.158167999999996,-75.5243682,54891.29999999999
1675,HORIZON CITY,31.692612100000005,-106.2074793,186.0
1676,LOGANSPORT,40.7544843,-86.35666590000001,5400.6
1677,MURRAY,34.4935341,-97.04758029999999,29263.2
1678,TROY,42.6055893,-83.1499304,88591.99999999999
1680,ERLANGER,39.0167275,-84.60077729999999,2693.1
1681,BRYANT,44.930720799999996,-93.2681007,4234.4
1682,SOUTH BURLINGTON,44.4669941,-73.1709604,7134.4000000000015
1683,ORINDA,37.8771476,-122.17968880000001,1864.5
1684,OSWEGO,41.682807399999994,-88.35145959999998,10699.9
1685,OZARK,36.6467816,-92.4575198,11715.9
1686,LENOIR,35.9140196,-81.5389849,16512.0
1687,LACKAWANNA,41.440608399999995,-75.6260271,1487.0
1688,COALINGA,36.161906,-120.2946929,1008.1
1689,ARLINGTON,32.735581599999996,-97.10711859999999,116385.39999999994
1690,MILLEDGEVILLE,33.0801429,-83.2320991,12123.6
1691,BRIGHAM CITY,41.5103717,-112.0155619,5447.3
1692,STEPHENVILLE,32.2207307,-98.2026165,6229.300000000001
1693,MUSTANG,35.384227,-97.7244813,1653.8
1694,ONALASKA,43.8830606,-91.23435390000002,5188.299999999998
1695,JOHNSTON,34.31888,-96.6752298,6648.9000000000015
1696,NEW CASTLE,41.0036719,-80.3470091,40331.4
1697,PAMPA,35.536155900000004,-100.9598709,2301.5
1700,ALBERT LEA,43.6480127,-93.3682656,3383.9
1701,COVINGTON,39.0837489,-84.5086221,92001.6
1703,TIFFIN,41.114484999999995,-83.1779537,3799.6
1705,HYATTSVILLE,38.95325,-76.9408522,3201.6
1706,BATTLE GROUND,45.7813532,-122.5337433,4405.700000000002
1707,HANNIBAL,39.7083789,-91.3584816,11317.100000000002
1708,CREVE COEUR,38.6608855,-90.4226181,3197.100000000001
1710,HUTTO,30.5392255,-97.55306755,553.0
1711,HOPKINS,44.927119399999995,-93.4074945,1984.5
1712,GRETNA,36.9528412,-79.36023409999999,10907.0
1713,TUMWATER,47.0077652,-122.91107849999999,2084.5
1714,CLARKSDALE,34.194945000000004,-90.57478338,5730.7
1715,CONWAY,35.0886963,-92.44210109999999,50546.00000000001
1716,ARCATA,40.866516600000004,-124.0828396,10640.2
1717,BONNEY LAKE,47.1870191,-122.1702293,2121.8
1718,BECKLEY,37.778170200000005,-81.18815570000001,29998.399999999994
1719,EAST CLEVELAND,41.533106599999996,-81.5790137,463.0
1720,BELLE GLADE,26.68837015,-80.67212577,2849.0
1721,JENKS,36.0228734,-95.9683278,7211.200000000002
1722,BOONE,42.321246,-88.82355109999999,16147.499999999995
1723,BAY CITY,28.982940999999997,-95.96336143,51546.20000000002
1724,ST. MATTHEWS,38.24988,-85.63574226,15.0
1727,DOUGLAS,39.7628415,-88.21705159999999,32826.399999999994
1728,NEWBURYPORT,42.812591299999994,-70.87727509999999,10275.8
1729,PALOS HILLS,41.696699200000005,-87.8169984,3272.6
1730,WESTBROOK,43.6770252,-70.3711617,8735.199999999999
1731,TALLMADGE,41.1014865,-81.4418151,3876.1
1732,NORTH OGDEN,41.3071354,-111.9601986,2050.5
1733,KIRKSVILLE,40.1947539,-92.58324959999999,10871.100000000002
1734,SHERIDAN,39.3530598,-100.4576457,11689.200000000004
1735,SPRINGBORO,39.5522815,-84.2332718,8526.399999999998
1736,BARTOW,34.2394683,-84.84069840000001,4824.3
1737,RANCHO MIRAGE,33.763346000000006,-116.4228596,47289.99999999999
1738,MAUMELLE,34.8667565,-92.4043219,3745.400000000001
1739,WAYNE,38.4251958,-88.4197678,25368.9
1740,MENASHA,44.20222929999999,-88.44653609999999,10119.000000000004
1741,OCEAN SPRINGS,30.4112904,-88.8279165,14585.7
1742,SYCAMORE,41.9889173,-88.68675379999999,8498.2
1743,MONROE,38.272231299999994,-90.1792484,133868.60000000006
1744,NORTH CANTON,40.875890999999996,-81.40233559999999,17994.2
1745,HUNTINGTON,38.41924960000001,-82.445154,75635.00000000003
1746,COLONIAL HEIGHTS,37.2535906,-77.4012463,7604.8
1747,MARTINSBURG,39.4560761,-77.9637713,15921.899999999998
1748,WILLISTON,48.147610799999995,-103.6181384,9316.6
1749,SHAFTER,35.4698255,-119.28536509999998,2379.4
1751,ARROYO GRANDE,35.118586900000004,-120.59072520000001,2475.2
1752,SUSANVILLE,40.4162842,-120.6530063,6030.1
1753,CENTRAL POINT,37.9890245,-77.1321968,7546.799999999998
1754,NEW PHILADELPHIA,40.4897871,-81.44567059999999,5212.0
1755,SECAUCUS,40.7899291,-74.0566735,1928.5
1756,YORKVILLE,43.67138610000001,-79.3901677,1375.1999999999996
1757,TAKOMA PARK,38.9778882,-77.0074765,1859.1
1758,BELLAIRE,29.7057858,-95.45882990000001,25179.5
1759,SOUTH HOUSTON,29.663008,-95.2354902,19.0
1760,POPLAR BLUFF,36.7569994,-90.3928881,37873.000000000015
1761,ANOKA,45.19774279999999,-93.3871758,2320.1
1762,SEMINOLE,30.951849,-84.8789094,16513.8
1763,COCOA,28.3821505,-80.775798,5290.7
1764,HELENA,46.5927122,-112.03610900000001,23002.0
1765,ELOY,32.7557002,-111.5550419,380.0
1766,MOUNT VERNON,38.317271500000004,-88.9031201,62496.3
1768,DEFIANCE,41.32030579999999,-84.5084835,10546.2
1769,FAIRVIEW HEIGHTS,38.5889386,-89.990382,1432.3
1770,DYERSBURG,36.034515899999995,-89.38562809999999,20179.1
1771,HERMISTON,45.8404101,-119.2894605,6274.6
1772,ADA,38.8398935,-83.5051704,16269.1
1774,NORWALK,41.1175966,-73.4078968,20881.5
1775,DURANGO,24.833333,-104.833333,8667.700000000003
1776,LA VISTA,41.1832679,-96.0324044,961.3
1777,CENTER POINT,33.6456583,-86.68360009999999,885.5
1778,MORGANTON,35.7454376,-81.68709940000001,21805.099999999995
1779,MINERAL WELLS,32.808460499999995,-98.1128223,3351.7000000000007
1780,SAFETY HARBOR,28.013675,-82.696543,4872.1
1781,RADFORD,37.1317924,-80.5764477,2810.1
1782,TIFTON,31.450462899999994,-83.5084973,33907.4
1783,PENDLETON,45.672075,-118.7885967,7460.8
1784,GRIFFITH,41.534507,-87.42553050000001,343.5
1785,FARMINGTON,36.73042879999999,-108.20891909999999,79965.99999999999
1786,CULPEPER,38.49122070000001,-77.9618216,5035.4
1788,EL SEGUNDO,33.911731,-118.3836804,584.2
1789,CENTRALIA,38.525049100000004,-89.1334037,12928.299999999996
1791,CANBY,45.26289860000001,-122.6925923,3465.2000000000007
1792,CLAYTON,33.5204959,-84.3591713,19743.0
1793,NORTH SALT LAKE,40.8485564,-111.9068824,236.0
1794,OPELOUSAS,30.533530199999998,-92.081509,21717.000000000004
1795,FAIRVIEW PARK,41.442339000000004,-81.85930266,1026.4
1796,AMERICUS,32.0723862,-84.23268759999999,8451.400000000001
1797,MARCO ISLAND,25.9356875,-81.6948967,1047.5
1798,PUNTA GORDA,26.9297836,-82.0453664,7612.3
1799,FREMONT,37.548269700000006,-121.98857190000001,54063.1
1800,SOUTH OGDEN,41.1918934,-111.9713429,2135.0
1801,ARTESIA,33.8690197,-118.0796195,4411.7
1802,COUNTRY CLUB HILLS,41.568089799999996,-87.7203257,853.8
1804,GREENFIELD,42.58779620000001,-72.6006199,109755.30000000008
1805,SANTA FE SPRINGS,33.9482434,-118.06761029999998,1301.0
1806,SPRINGFIELD,39.7989763,-89.6443688,370376.9
1807,CLARKSBURG,39.2806451,-80.34453409999999,7011.5
1809,RED WING,44.562467600000005,-92.5338013,4510.0999999999985
1810,HAZEL PARK,42.462014200000006,-83.10356879999999,2826.100000000001
1812,EASTON,40.6916081,-75.2099866,24771.4
1814,DYER,41.4942021,-87.5217068,6677.5999999999985
1815,DANVILLE,40.125221999999994,-87.6304614,95539.79999999996
1816,FRANKFORT,38.2009055,-84.8732836,41417.099999999984
1817,HIBBING,47.4271546,-92.9376887,9451.2
1818,MORAGA,37.8347106,-122.1295596,41.0
1820,PROSPECT HEIGHTS,42.0953049,-87.9375694,228.5
1821,MOUNT CLEMENS,42.5972563,-82.87797540000001,7120.2
1822,SIKESTON,36.876719,-89.5878579,14379.7
1823,BEAVER DAM,43.4577692,-88.837329,11099.9
1824,HERMITAGE,37.9414217,-93.3163093,55775.3
1825,FORT THOMAS,39.0786242,-84.4483432,2123.2
1826,LAGUNA WOODS,33.6106076,-117.72497220000001,1731.1
1827,DURANT,33.9939861,-96.370824,15555.899999999996
1828,TROUTDALE,36.702192,-81.44152411,2720.4
1829,FAYETTEVILLE,36.111508,-94.20986672,168539.6000000001
1830,COHOES,42.7742446,-73.7001187,711.0
1831,TRUCKEE,39.327962,-120.1832533,3128.3
1832,STREETSBORO,41.2392227,-81.3459405,3457.5
1833,GOODLETTSVILLE,36.323106700000004,-86.7133302,4746.3
1834,SARTELL,45.6216319,-94.2069365,6428.400000000002
1835,MENOMONIE,44.875518299999996,-91.9193422,6498.7
1836,TALLADEGA,33.4359416,-86.1058048,11315.6
1837,CHICKASHA,35.052565,-97.93643259999999,15035.100000000002
1839,CRAWFORDSVILLE,40.0401991,-86.8990249,6081.3
1840,OVERLAND,38.701162599999996,-90.36233809999999,256.0
1841,TAHLEQUAH,35.91537,-94.96995600000001,16389.6
1842,GROVES,29.948269500000002,-93.91711550000001,1629.4
1844,BRENHAM,30.166882799999996,-96.3977442,4962.5999999999985
1845,DONNA,26.1702082,-98.0522376,2501.4
1846,SUNNYSIDE,46.324641899999996,-120.00818980000001,3989.8
1847,GROSSE POINTE WOODS,42.443647799999994,-82.9068603,3230.4999999999986
1848,GREAT BEND,38.362150899999996,-98.7803202,6446.4
1849,COOS BAY,43.3665007,-124.2178903,16701.4
1850,GAINESVILLE,29.651907,-82.3247976,180105.30000000022
1851,MOUNT PLEASANT,32.794065100000005,-79.86258509999999,20087.1
1852,GATESVILLE,31.486814000000003,-97.70427034,6258.9
1853,TERRELL,32.7359626,-96.2752569,2715.4
1854,LACONIA,43.527854600000005,-71.47035100000001,5326.8
1855,ASBURY PARK,40.2203907,-74.01208170000001,466.0
1856,HOPE MILLS,34.9704419,-78.9453056,2506.7
1857,FAIRHOPE,30.5440335,-87.85821704,15222.899999999996
1858,UKIAH,39.1501662,-123.2077861,13009.5
1861,CLAYTON,33.5204959,-84.3591713,19743.0
1863,GREENWOOD,37.8709542,-96.2471338,89361.5
1864,ALBEMARLE,38.0085107,-78.60867540000001,9713.2
1865,LAURINBURG,34.7740495,-79.4628248,15580.499999999998
1866,OROVILLE,39.513775200000005,-121.55635900000001,24697.7
1867,ANACORTES,48.5020123,-122.62373559999999,5915.6
1868,KUNA,43.4918307,-116.4201223,1776.6999999999996
1869,UVALDE,29.300357,-99.7733181,3156.8
1870,MIDDLEBURG HEIGHTS,41.3614401,-81.812912,7701.799999999998
1871,CLIVE,41.6096029,-93.7754352,5917.6
1872,RYE,40.9808209,-73.684294,1305.0
1873,SUWANEE,34.0514898,-84.0712997,5131.699999999999
1874,OCONOMOWOC,43.111673100000004,-88.49926590000001,5252.1
1875,TAYLOR,32.556921,-84.23951540000002,32361.1
1876,CALHOUN,39.13975070000001,-90.6506113,11607.8
1877,ROANOKE RAPIDS,36.4615395,-77.6541464,17052.0
1878,WATERVILLE,44.5520105,-69.63171209999999,15623.000000000002
1879,NATCHEZ,31.544501500000003,-91.38913516,9200.3
1881,STUART,27.197983,-80.2519175,54986.29999999999
1882,MESQUITE,32.7666103,-96.59947199999999,30502.3
1883,ELKTON,39.6067789,-75.8332718,11566.5
1884,BUFFALO,42.8864468,-78.8783689,88596.09999999998
1885,CHAMBLEE,33.892176,-84.29882959999999,822.4
1886,CENTERVILLE,31.257958399999996,-95.97829200000001,37643.999999999985
1887,GLOVERSVILLE,43.0528133,-74.34369000000001,5662.5
1888,NORCROSS,33.9412127,-84.2135309,8239.1
1889,BAY VILLAGE,41.492235,-81.93012118,83.0
1890,KAUKAUNA,44.278043200000006,-88.2720503,1695.0
1891,SULPHUR SPRINGS,33.138448,-95.6010668,8332.400000000001
1893,DIXON,41.842224,-89.4815485,6206.3
1894,BLYTHEVILLE,35.9272953,-89.91897540000001,5557.0
1895,WEST COLUMBIA,34.001143,-81.06305261,38199.599999999984
1896,SILOAM SPRINGS,36.18104795,-94.52687411,4857.4
1897,WASHINGTON,38.8949549,-77.03664559999999,139902.80000000016
1898,HIGHLAND VILLAGE,38.7065695,-121.07188889999999,517.5
1899,RIVERDALE,41.544477799999996,-90.45818790000001,23558.6
1900,HENDERSON,40.8156124,-90.9104547,126741.10000000012
1903,MITCHELL,39.3863019,-98.21126290000001,5534.1
1905,BATAVIA,41.8500284,-88.3125738,12669.100000000002
1906,FORNEY,32.747893,-96.47192890000001,1471.0
1907,VERO BEACH,27.6387163,-80.39753990000001,36675.19999999998
1908,STERLING,41.788641999999996,-89.6962194,16048.000000000005
1910,CONYERS,33.66761029999999,-84.0176904,24682.7
1911,HUMBLE,29.998831199999998,-95.26215529999999,18758.200000000008
1912,ZACHARY,30.648519099999998,-91.15649609999998,3301.8
1913,MOUNT VERNON,38.317271500000004,-88.9031201,62496.3
1914,IMPERIAL,33.0305487,-115.3595666,3825.4
1915,PACIFIC GROVE,36.617443200000004,-121.9155906,419.0
1916,SEAGOVILLE,32.6395776,-96.5383228,76.2
1917,PAYSON,34.2308684,-111.3251355,9479.9
1918,VANDALIA,38.960601000000004,-89.0936778,8914.2
1919,FORREST CITY,35.0081474,-90.7898342,6073.1
1920,JASPER,39.00824229999999,-88.1552371,59811.6
1921,SEVIERVILLE,35.868145500000004,-83.561835,14445.4
1922,LONG BEACH,33.7774658,-118.1884871,93706.30000000002
1924,NEW HAVEN,41.3082138,-72.92505179999999,44466.49999999997
1925,NEWTON,42.3370414,-71.2092214,29295.699999999986
1926,CLEARLAKE,38.9582307,-122.62637279999998,5853.100000000001
1927,FILLMORE,42.3375719,-83.05217895,2140.4
1928,AVENAL,36.0041223,-120.12902720000001,175.0
1929,PORTLAND,45.5202471,-122.6741949,261050.8
